pc_sector,treatment_function,total_new_adms,total_followup_adms
PL35 0,501_obst_pats_in_hosp_bed/deliv_fa,22,20
TR11 9,501_obst_pats_in_hosp_bed/deliv_fa,15,27
TR15 3,501_obst_pats_in_hosp_bed/deliv_fa,24,16
TR20 8,501_obst_pats_in_hosp_bed/deliv_fa,26,28
TR20 9,501_obst_pats_in_hosp_bed/deliv_fa,15,14
TR26 3,501_obst_pats_in_hosp_bed/deliv_fa,3,9
TR9 6,501_obst_pats_in_hosp_bed/deliv_fa,12,15
PL25 9,502_gynaecology,5,23
PL27 7,502_gynaecology,13,0
TR1 1,502_gynaecology,20,12
TR10 8,502_gynaecology,7,4
TR10 9,502_gynaecology,26,22
TR13 9,502_gynaecology,30,30
TR15 1,502_gynaecology,23,0
TR18 5,502_gynaecology,22,9
TR2 5,502_gynaecology,14,22
TR21 0,502_gynaecology,9,28
TR7 1,502_gynaecology,22,7
TR8 5,502_gynaecology,5,8
PL14 3,503_gynaecology_oncology,2,7
PL14 4,503_gynaecology_oncology,5,24
PL14 6,503_gynaecology_oncology,4,3
PL22 0,503_gynaecology_oncology,8,30
PL26 6,503_gynaecology_oncology,24,6
PL28 8,503_gynaecology_oncology,8,24
PL30 5,503_gynaecology_oncology,8,2
PL32 9,503_gynaecology_oncology,0,23
PL35 0,503_gynaecology_oncology,24,9
TR15 3,503_gynaecology_oncology,18,18
TR2 4,503_gynaecology_oncology,28,18
TR20 8,503_gynaecology_oncology,4,11
TR20 9,503_gynaecology_oncology,3,11
TR26 3,503_gynaecology_oncology,25,11
TR27 6,503_gynaecology_oncology,2,30
TR7 3,503_gynaecology_oncology,1,6
TR9 6,503_gynaecology_oncology,30,9
PL27 7,505_fetal_medicine_service_,17,22
TR1 1,505_fetal_medicine_service_,6,17
TR10 8,505_fetal_medicine_service_,2,0
TR10 9,505_fetal_medicine_service_,9,20
TR13 9,505_fetal_medicine_service_,8,30
TR15 1,505_fetal_medicine_service_,3,2
TR2 5,505_fetal_medicine_service_,9,24
TR7 1,505_fetal_medicine_service_,3,13
TR8 5,505_fetal_medicine_service_,7,29
EX23 0,560_midwife_episode,9,11
PL22 0,560_midwife_episode,7,28
PL26 6,560_midwife_episode,19,24
PL28 8,560_midwife_episode,13,22
PL32 9,560_midwife_episode,13,13
TR1 2,560_midwife_episode,10,4
TR11 5,560_midwife_episode,28,17
TR16 5,560_midwife_episode,29,9
TR18 2,560_midwife_episode,18,6
TR18 3,560_midwife_episode,5,23
TR18 4,560_midwife_episode,23,8
TR20 8,560_midwife_episode,15,14
TR20 9,560_midwife_episode,5,30
PL11 2,650_physiotherapy,30,2
PL12 6,650_physiotherapy,19,24
PL15 9,650_physiotherapy,0,25
PL17 7,650_physiotherapy,20,10
TR1 1,650_physiotherapy,30,20
TR10 8,650_physiotherapy,27,3
TR10 9,650_physiotherapy,8,24
TR15 1,650_physiotherapy,14,12
TR18 5,650_physiotherapy,23,13
TR2 5,650_physiotherapy,23,9
TR21 0,650_physiotherapy,2,22
TR7 1,650_physiotherapy,17,15
TR8 5,650_physiotherapy,12,14
EX23 0,651_occupational_therapy,8,30
PL13 1,651_occupational_therapy,28,22
PL27 6,651_occupational_therapy,21,15
PL31 2,651_occupational_therapy,12,19
PL34 0,651_occupational_therapy,4,12
TR1 2,651_occupational_therapy,4,24
TR11 5,651_occupational_therapy,26,2
TR16 6,651_occupational_therapy,8,5
TR17 0,651_occupational_therapy,20,30
TR18 2,651_occupational_therapy,1,24
TR18 3,651_occupational_therapy,6,30
TR18 4,651_occupational_therapy,11,29
TR26 2,651_occupational_therapy,15,25
TR27 5,651_occupational_therapy,12,2
TR7 2,651_occupational_therapy,15,25
EX23 8,652_speech_and_language_therapy,3,19
PL26 7,652_speech_and_language_therapy,28,0
PL30 4,652_speech_and_language_therapy,12,19
TR13 8,652_speech_and_language_therapy,11,11
TR14 8,652_speech_and_language_therapy,30,13
TR14 9,652_speech_and_language_therapy,18,29
TR15 2,652_speech_and_language_therapy,7,18
TR16 4,652_speech_and_language_therapy,23,14
TR24 0,652_speech_and_language_therapy,24,28
TR4 8,652_speech_and_language_therapy,14,25
PL17 8,654_dietetics,20,18
PL22 0,654_dietetics,9,19
PL24 2,654_dietetics,0,5
PL26 6,654_dietetics,7,11
PL28 8,654_dietetics,2,3
PL30 5,654_dietetics,19,8
PL32 9,654_dietetics,23,24
PL35 0,654_dietetics,22,24
TR1 3,654_dietetics,11,24
TR11 4,654_dietetics,4,7
TR13 0,654_dietetics,14,26
TR2 4,654_dietetics,18,18
TR20 9,654_dietetics,4,21
TR26 3,654_dietetics,25,19
TR27 6,654_dietetics,24,20
TR5 0,654_dietetics,13,12
TR7 3,654_dietetics,29,29
TR9 6,654_dietetics,6,2
PL14 4,655_orthoptics,22,26
PL22 0,655_orthoptics,0,2
PL24 2,655_orthoptics,9,14
PL26 6,655_orthoptics,5,21
PL28 8,655_orthoptics,22,21
PL30 5,655_orthoptics,7,24
PL32 9,655_orthoptics,16,14
PL35 0,655_orthoptics,14,27
TR12 7,655_orthoptics,27,30
TR16 5,655_orthoptics,7,18
TR18 2,655_orthoptics,14,24
TR19 6,655_orthoptics,16,24
TR20 8,655_orthoptics,24,21
TR20 9,655_orthoptics,16,12
TR26 3,655_orthoptics,25,14
TR27 6,655_orthoptics,28,25
TR5 0,655_orthoptics,23,19
TR7 3,655_orthoptics,9,8
TR9 6,655_orthoptics,23,5
PL22 0,656_clinical_psychology,19,29
PL24 2,656_clinical_psychology,2,9
PL26 6,656_clinical_psychology,15,2
PL28 8,656_clinical_psychology,8,0
PL30 5,656_clinical_psychology,5,10
PL32 9,656_clinical_psychology,21,29
TR1 3,656_clinical_psychology,24,10
TR11 4,656_clinical_psychology,28,2
TR13 0,656_clinical_psychology,28,3
TR2 4,656_clinical_psychology,4,20
TR20 9,656_clinical_psychology,3,13
TR26 3,656_clinical_psychology,15,21
TR27 6,656_clinical_psychology,1,15
TR5 0,656_clinical_psychology,3,30
TR7 3,656_clinical_psychology,29,16
TR9 6,656_clinical_psychology,14,27
PL22 0,670_urological_physiology_service,6,12
PL24 2,670_urological_physiology_service,2,3
PL26 6,670_urological_physiology_service,13,18
PL28 8,670_urological_physiology_service,26,23
PL30 5,670_urological_physiology_service,5,10
PL32 9,670_urological_physiology_service,24,2
PL35 0,670_urological_physiology_service,20,24
TR1 3,670_urological_physiology_service,15,24
TR11 4,670_urological_physiology_service,29,28
TR13 0,670_urological_physiology_service,9,7
TR2 4,670_urological_physiology_service,28,7
TR20 8,670_urological_physiology_service,8,21
TR20 9,670_urological_physiology_service,29,3
TR26 3,670_urological_physiology_service,12,18
TR27 6,670_urological_physiology_service,27,26
TR5 0,670_urological_physiology_service,23,7
TR7 3,670_urological_physiology_service,23,25
TR9 6,670_urological_physiology_service,5,21
PL25 5,675_cardiac_physiology_service,18,1
PL26 8,675_cardiac_physiology_service,19,25
TR1 1,675_cardiac_physiology_service,29,3
TR10 8,675_cardiac_physiology_service,1,1
TR10 9,675_cardiac_physiology_service,26,27
TR15 1,675_cardiac_physiology_service,5,4
TR18 5,675_cardiac_physiology_service,25,22
TR2 5,675_cardiac_physiology_service,30,1
TR24 0,675_cardiac_physiology_service,11,6
TR27 4,675_cardiac_physiology_service,25,22
TR7 1,675_cardiac_physiology_service,20,25
TR8 5,675_cardiac_physiology_service,17,23
PL25 5,677_gastrointestinal_physiology_service,16,14
TR10 9,677_gastrointestinal_physiology_service,23,19
TR15 3,677_gastrointestinal_physiology_service,21,26
TR8 5,677_gastrointestinal_physiology_service,22,12
PL14 5,800_clinical_oncology,14,28
TR10 9,800_clinical_oncology,24,0
TR15 3,800_clinical_oncology,23,25
TR20 8,800_clinical_oncology,15,2
TR20 9,800_clinical_oncology,7,2
TR26 3,800_clinical_oncology,5,9
TR8 5,800_clinical_oncology,25,11
PL11 2,812_diagnostic_imaging,30,4
PL15 7,812_diagnostic_imaging,11,9
PL15 8,812_diagnostic_imaging,9,30
PL15 9,812_diagnostic_imaging,26,21
PL23 1,812_diagnostic_imaging,28,0
PL25 3,812_diagnostic_imaging,14,2
PL26 7,812_diagnostic_imaging,9,1
PL27 6,812_diagnostic_imaging,13,3
PL30 3,812_diagnostic_imaging,21,17
PL31 1,812_diagnostic_imaging,17,12
TR16 6,812_diagnostic_imaging,23,19
TR17 0,812_diagnostic_imaging,1,26
TR4 9,812_diagnostic_imaging,29,9
TR7 2,812_diagnostic_imaging,30,12
PL14 4,822_chemical_pathology,7,9
PL14 6,822_chemical_pathology,5,10
TR10 9,822_chemical_pathology,1,16
TR15 3,822_chemical_pathology,13,8
TR20 8,822_chemical_pathology,17,3
TR20 9,822_chemical_pathology,0,22
TR26 3,822_chemical_pathology,21,28
TR8 5,822_chemical_pathology,1,14
PL18 9,840_audiology,6,4
PL25 5,840_audiology,20,19
PL26 8,840_audiology,15,26
TR11 2,840_audiology,11,25
TR11 3,840_audiology,20,11
TR12 6,840_audiology,0,18
TR19 7,840_audiology,23,15
TR2 5,840_audiology,24,28
TR27 4,840_audiology,15,17
TR3 7,840_audiology,8,22
TR8 4,840_audiology,12,3
PL27 7,950_nursing_episode,26,0
PL29 3,950_nursing_episode,22,30
PL33 9,950_nursing_episode,6,6
TR12 7,950_nursing_episode,20,12
TR13 9,950_nursing_episode,24,3
TR14 0,950_nursing_episode,0,8
TR14 7,950_nursing_episode,10,21
TR25 0,950_nursing_episode,18,22
TR3 6,950_nursing_episode,12,5
TR5 0,950_nursing_episode,3,17
TR18 4,255_paediatric_clinical_immunology_and_allergy,20,27
TR4 9,255_paediatric_clinical_immunology_and_allergy,4,21
TR7 2,255_paediatric_clinical_immunology_and_allergy,27,28
PL23 1,258_paediatric_respiratory_medicine,24,28
PL25 3,258_paediatric_respiratory_medicine,8,8
PL26 7,258_paediatric_respiratory_medicine,15,27
PL27 6,258_paediatric_respiratory_medicine,11,18
PL33 9,258_paediatric_respiratory_medicine,5,4
TR16 6,258_paediatric_respiratory_medicine,4,29
TR4 9,258_paediatric_respiratory_medicine,17,17
TR5 0,258_paediatric_respiratory_medicine,29,23
TR7 2,258_paediatric_respiratory_medicine,23,27
PL30 3,259_paediatric_nephrology,22,2
PL31 1,259_paediatric_nephrology,16,5
TR14 7,259_paediatric_nephrology,2,24
TR27 5,259_paediatric_nephrology,10,4
PL27 7,260_paediatric_medical_oncology,4,28
TR14 0,260_paediatric_medical_oncology,9,1
TR14 7,260_paediatric_medical_oncology,22,11
TR27 5,260_paediatric_medical_oncology,9,15
PL26 7,261_paediatric_metabolic_disease,30,26
TR15 3,261_paediatric_metabolic_disease,17,30
PL25 5,262_paediatric_rheumatology,9,7
PL30 5,262_paediatric_rheumatology,9,30
PL32 9,262_paediatric_rheumatology,19,21
TR1 3,262_paediatric_rheumatology,18,9
TR14 9,262_paediatric_rheumatology,24,6
TR16 4,262_paediatric_rheumatology,15,10
TR20 8,262_paediatric_rheumatology,15,3
TR20 9,262_paediatric_rheumatology,26,15
TR27 6,262_paediatric_rheumatology,18,18
TR4 8,262_paediatric_rheumatology,27,20
TR5 0,262_paediatric_rheumatology,17,29
PL25 4,263_paediatric_diabetic_medicine,26,13
PL30 3,263_paediatric_diabetic_medicine,6,17
PL31 1,263_paediatric_diabetic_medicine,29,1
TR1 3,263_paediatric_diabetic_medicine,9,13
TR12 7,263_paediatric_diabetic_medicine,25,12
TR14 7,263_paediatric_diabetic_medicine,11,29
TR16 5,263_paediatric_diabetic_medicine,4,9
TR19 6,263_paediatric_diabetic_medicine,3,2
TR3 6,263_paediatric_diabetic_medicine,20,14
PL14 5,290_community_paediatrics,7,25
PL25 4,290_community_paediatrics,23,8
TR11 2,290_community_paediatrics,14,29
TR19 7,290_community_paediatrics,19,22
TR20 8,290_community_paediatrics,28,13
TR26 3,290_community_paediatrics,17,2
TR3 7,290_community_paediatrics,4,11
TR8 4,290_community_paediatrics,4,22
PL18 9,291_paediatrics_neurodisability,30,12
PL26 8,291_paediatrics_neurodisability,17,18
TR1 1,291_paediatrics_neurodisability,4,6
TR11 2,291_paediatrics_neurodisability,2,7
TR19 7,291_paediatrics_neurodisability,21,25
TR21 0,291_paediatrics_neurodisability,25,3
TR8 4,291_paediatrics_neurodisability,10,6
PL13 2,300_general_medicine,8,19
PL27 7,300_general_medicine,18,18
PL30 3,300_general_medicine,27,18
PL31 2,300_general_medicine,12,12
TR1 3,300_general_medicine,7,2
TR13 8,300_general_medicine,13,8
PL14 4,301_gastroenterology,17,14
PL17 8,301_gastroenterology,24,4
PL25 9,301_gastroenterology,6,5
PL27 7,301_gastroenterology,1,0
PL30 5,301_gastroenterology,6,11
PL32 9,301_gastroenterology,21,4
PL35 0,301_gastroenterology,12,9
TR1 3,301_gastroenterology,21,19
TR13 9,301_gastroenterology,5,1
TR14 0,301_gastroenterology,4,14
TR18 5,301_gastroenterology,10,15
TR2 5,301_gastroenterology,2,15
TR20 9,301_gastroenterology,5,23
TR26 3,301_gastroenterology,17,16
TR27 6,301_gastroenterology,9,10
TR5 0,301_gastroenterology,26,14
TR7 1,301_gastroenterology,1,30
PL18 9,302_endocrinology,30,1
PL22 0,302_endocrinology,2,16
PL24 2,302_endocrinology,2,4
PL26 6,302_endocrinology,14,29
PL28 8,302_endocrinology,3,2
PL30 4,302_endocrinology,17,12
TR11 4,302_endocrinology,25,25
TR13 0,302_endocrinology,29,4
TR24 0,302_endocrinology,26,19
TR7 3,302_endocrinology,24,6
TR9 6,302_endocrinology,10,28
PL12 4,303_haematology_clinical,3,29
PL15 8,303_haematology_clinical,13,21
PL23 1,303_haematology_clinical,22,23
PL25 3,303_haematology_clinical,9,14
PL27 6,303_haematology_clinical,24,20
PL33 9,303_haematology_clinical,0,29
TR16 6,303_haematology_clinical,7,17
TR17 0,303_haematology_clinical,11,17
TR25 0,303_haematology_clinical,19,12
TR4 9,303_haematology_clinical,1,28
TR7 2,303_haematology_clinical,5,27
PL14 4,306_hepatology,24,10
PL25 5,306_hepatology,0,25
TR10 8,306_hepatology,19,16
TR10 9,306_hepatology,4,8
TR15 1,306_hepatology,14,20
TR15 3,306_hepatology,25,4
TR2 5,306_hepatology,14,26
TR20 8,306_hepatology,23,26
TR20 9,306_hepatology,12,5
TR26 3,306_hepatology,4,19
TR27 6,306_hepatology,3,12
TR5 0,306_hepatology,4,17
TR8 5,306_hepatology,5,30
PL10 1,307_diabetic_medicine,21,7
PL11 3,307_diabetic_medicine,11,3
TR10 8,307_diabetic_medicine,20,5
TR10 9,307_diabetic_medicine,28,7
TR15 1,307_diabetic_medicine,8,28
TR15 3,307_diabetic_medicine,29,16
TR2 5,307_diabetic_medicine,1,29
TR8 5,307_diabetic_medicine,25,10
PL17 7,311_clinical_genetics,30,17
PL25 4,311_clinical_genetics,16,1
TR11 2,311_clinical_genetics,26,23
TR11 3,311_clinical_genetics,3,25
TR12 6,311_clinical_genetics,0,7
TR19 7,311_clinical_genetics,25,8
PL25 4,314_rehabilitation,30,25
TR11 2,314_rehabilitation,23,12
TR11 3,314_rehabilitation,24,11
TR12 6,314_rehabilitation,12,16
TR19 7,314_rehabilitation,26,28
TR8 4,314_rehabilitation,20,23
PL11 2,316_clinical_immunology,10,19
PL12 6,316_clinical_immunology,3,6
PL15 7,316_clinical_immunology,22,14
PL15 9,316_clinical_immunology,27,3
PL17 7,316_clinical_immunology,18,1
PL24 2,316_clinical_immunology,13,24
PL30 3,316_clinical_immunology,15,20
TR12 7,316_clinical_immunology,19,3
TR14 0,316_clinical_immunology,22,11
TR14 7,316_clinical_immunology,27,1
TR21 0,316_clinical_immunology,28,13
TR3 6,316_clinical_immunology,15,16
PL10 1,320_cardiology,24,23
PL11 3,320_cardiology,23,16
PL23 1,320_cardiology,29,14
PL25 3,320_cardiology,18,13
PL26 7,320_cardiology,9,22
TR15 3,320_cardiology,30,28
TR2 4,320_cardiology,11,17
TR24 0,320_cardiology,5,12
TR27 4,320_cardiology,2,7
TR7 3,320_cardiology,2,7
TR9 6,320_cardiology,22,21
PL18 9,321_paediatric_cardiology,3,29
PL22 0,321_paediatric_cardiology,26,29
PL24 2,321_paediatric_cardiology,21,24
PL26 6,321_paediatric_cardiology,5,1
TR1 1,321_paediatric_cardiology,21,19
TR11 4,321_paediatric_cardiology,5,29
TR13 0,321_paediatric_cardiology,17,26
TR2 4,321_paediatric_cardiology,9,6
TR21 0,321_paediatric_cardiology,3,9
TR7 3,321_paediatric_cardiology,14,21
PL26 7,324_anticoagulant_service,0,20
PL30 5,324_anticoagulant_service,23,9
PL32 9,324_anticoagulant_service,0,17
PL35 0,324_anticoagulant_service,0,25
TR10 9,324_anticoagulant_service,0,11
TR15 3,324_anticoagulant_service,11,9
TR27 6,324_anticoagulant_service,9,15
TR4 8,324_anticoagulant_service,21,11
TR5 0,324_anticoagulant_service,13,5
TR8 5,324_anticoagulant_service,22,28
PL12 6,330_dermatology,6,17
PL14 3,330_dermatology,8,8
PL14 4,330_dermatology,27,4
PL14 6,330_dermatology,23,5
PL27 7,330_dermatology,5,6
PL31 2,330_dermatology,24,5
PL34 0,330_dermatology,28,6
TR1 2,330_dermatology,18,20
TR13 9,330_dermatology,7,19
TR14 0,330_dermatology,24,13
TR18 5,330_dermatology,23,16
TR2 5,330_dermatology,29,27
TR26 2,330_dermatology,24,9
TR27 5,330_dermatology,6,20
TR7 1,330_dermatology,25,5
PL14 4,340_respiratory_medicine,20,27
PL17 8,340_respiratory_medicine,26,7
PL25 5,340_respiratory_medicine,22,19
TR10 8,340_respiratory_medicine,9,22
TR10 9,340_respiratory_medicine,28,14
TR15 1,340_respiratory_medicine,18,24
TR15 3,340_respiratory_medicine,12,12
TR2 5,340_respiratory_medicine,1,0
TR20 8,340_respiratory_medicine,1,0
TR20 9,340_respiratory_medicine,23,18
TR26 3,340_respiratory_medicine,11,6
TR27 6,340_respiratory_medicine,27,25
TR5 0,340_respiratory_medicine,19,27
TR8 5,340_respiratory_medicine,24,7
PL12 4,341_respiratory_physiology,24,30
PL23 1,341_respiratory_physiology,16,11
PL25 3,341_respiratory_physiology,8,14
PL26 7,341_respiratory_physiology,17,17
PL27 6,341_respiratory_physiology,20,25
PL33 9,341_respiratory_physiology,2,15
TR11 4,341_respiratory_physiology,29,16
TR13 0,341_respiratory_physiology,7,11
TR2 4,341_respiratory_physiology,9,2
TR4 9,341_respiratory_physiology,15,21
TR7 2,341_respiratory_physiology,3,7
PL30 3,347_sleep_medicine_service,30,8
PL31 1,347_sleep_medicine_service,16,25
TR12 7,347_sleep_medicine_service,25,10
TR14 7,347_sleep_medicine_service,14,25
TR19 6,347_sleep_medicine_service,12,4
TR27 5,347_sleep_medicine_service,16,7
PL31 2,348_post-covid-19_syndrome_service,26,18
TR1 2,348_post-covid-19_syndrome_service,14,27
TR13 9,348_post-covid-19_syndrome_service,0,5
TR18 5,348_post-covid-19_syndrome_service,1,28
TR26 2,348_post-covid-19_syndrome_service,15,9
TR27 5,348_post-covid-19_syndrome_service,22,28
TR7 1,348_post-covid-19_syndrome_service,18,2
EX22 6,361_nephrology,24,3
EX23 0,361_nephrology,22,14
PL11 2,361_nephrology,16,11
PL14 3,361_nephrology,6,29
PL17 7,361_nephrology,16,24
PL25 4,361_nephrology,13,30
PL29 3,361_nephrology,14,5
TR1 1,361_nephrology,7,18
TR12 7,361_nephrology,3,12
TR14 7,361_nephrology,10,14
TR16 5,361_nephrology,3,29
TR19 6,361_nephrology,13,4
TR21 0,361_nephrology,3,0
TR3 6,361_nephrology,29,16
PL11 2,370_medical_oncology,3,9
PL15 7,370_medical_oncology,4,19
PL15 8,370_medical_oncology,13,21
PL15 9,370_medical_oncology,22,19
PL25 5,370_medical_oncology,25,12
PL26 8,370_medical_oncology,10,28
PL30 3,370_medical_oncology,20,30
PL31 1,370_medical_oncology,27,5
TR11 2,370_medical_oncology,6,24
TR19 7,370_medical_oncology,28,20
TR22 0,370_medical_oncology,20,23
TR3 7,370_medical_oncology,3,16
TR8 4,370_medical_oncology,29,29
PL10 1,400_neurology,12,17
PL12 4,400_neurology,30,26
PL12 5,400_neurology,3,15
PL15 8,400_neurology,30,12
PL22 0,400_neurology,9,13
PL26 6,400_neurology,20,17
PL28 8,400_neurology,17,11
PL33 9,400_neurology,23,11
TR15 3,400_neurology,30,17
TR25 0,400_neurology,24,8
TR9 6,400_neurology,29,17
PL13 2,401_clinical_neurophysiology,22,26
PL25 5,401_clinical_neurophysiology,9,5
PL26 8,401_clinical_neurophysiology,25,17
PL30 5,401_clinical_neurophysiology,15,0
TR1 3,401_clinical_neurophysiology,2,2
TR10 8,401_clinical_neurophysiology,2,2
TR10 9,401_clinical_neurophysiology,7,5
TR15 1,401_clinical_neurophysiology,3,4
TR18 5,401_clinical_neurophysiology,5,16
TR2 5,401_clinical_neurophysiology,29,25
TR22 0,401_clinical_neurophysiology,25,29
TR27 5,401_clinical_neurophysiology,28,9
TR6 0,401_clinical_neurophysiology,26,4
TR7 1,401_clinical_neurophysiology,24,9
TR8 5,401_clinical_neurophysiology,1,25
PL10 1,410_rheumatology,28,20
PL11 3,410_rheumatology,27,15
PL12 4,410_rheumatology,13,26
PL23 1,410_rheumatology,5,29
PL25 3,410_rheumatology,22,19
PL26 7,410_rheumatology,10,12
PL27 6,410_rheumatology,0,18
PL33 9,410_rheumatology,29,4
TR16 6,410_rheumatology,12,23
TR17 0,410_rheumatology,19,6
TR25 0,410_rheumatology,6,8
TR4 9,410_rheumatology,12,24
TR7 2,410_rheumatology,19,17
PL13 1,420_paediatrics,1,3
PL13 2,420_paediatrics,2,25
PL25 5,420_paediatrics,6,8
PL26 8,420_paediatrics,11,21
PL30 3,420_paediatrics,14,27
PL31 1,420_paediatrics,4,15
TR1 3,420_paediatrics,23,10
TR13 9,420_paediatrics,9,23
TR18 5,420_paediatrics,2,18
TR2 5,420_paediatrics,15,5
TR22 0,420_paediatrics,9,2
TR6 0,420_paediatrics,27,20
TR7 1,420_paediatrics,19,16
PL14 5,421_paediatric_neurology,11,6
PL25 5,421_paediatric_neurology,4,6
PL26 8,421_paediatric_neurology,7,10
TR11 2,421_paediatric_neurology,14,18
TR19 7,421_paediatric_neurology,5,22
TR20 8,421_paediatric_neurology,9,19
TR20 9,421_paediatric_neurology,22,27
TR3 7,421_paediatric_neurology,22,18
TR8 4,421_paediatric_neurology,27,8
PL13 2,422_neonatology,27,19
PL26 8,422_neonatology,3,20
PL30 3,422_neonatology,15,4
PL31 1,422_neonatology,4,21
TR11 2,422_neonatology,29,21
TR19 7,422_neonatology,26,20
TR3 7,422_neonatology,6,19
TR8 4,422_neonatology,6,8
PL13 2,430_geriatric_medicine,6,13
PL25 4,430_geriatric_medicine,3,14
PL29 3,430_geriatric_medicine,26,22
PL30 3,430_geriatric_medicine,0,16
PL31 1,430_geriatric_medicine,20,8
TR12 7,430_geriatric_medicine,13,6
TR14 7,430_geriatric_medicine,1,18
TR16 5,430_geriatric_medicine,1,5
TR19 6,430_geriatric_medicine,4,23
TR3 6,430_geriatric_medicine,12,2
PL23 1,461_ophthalmic_and_vision_science_service,30,21
PL25 3,461_ophthalmic_and_vision_science_service,19,28
PL26 7,461_ophthalmic_and_vision_science_service,0,27
TR1 1,461_ophthalmic_and_vision_science_service,19,24
TR11 4,461_ophthalmic_and_vision_science_service,21,21
TR13 0,461_ophthalmic_and_vision_science_service,3,22
TR2 4,461_ophthalmic_and_vision_science_service,14,22
TR26 1,461_ophthalmic_and_vision_science_service,8,5
TR27 4,461_ophthalmic_and_vision_science_service,23,19
